antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_names,consequent_names
frozenset({'SKU00084'}),"frozenset({'SKU00086', 'SKU00060'})",0.1747369818459394,0.4171783213301915,0.06899870565198632,0.39487179487179486,0.9465299961242681,1.0,-0.003897775108806817,0.9631375198357004,-0.0640661470515631,0.13194973343488195,-0.03827333003348041,0.2801327948105991,['TZ 00 4.25g (6 Pcs)'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU00084'}),frozenset({'SKU00060'}),0.1747369818459394,0.438949918688394,0.07112276393083536,0.40702754036087374,0.9272755798135103,1.0,-0.005578020042295115,0.9461654958698288,-0.08678635580497272,0.13108637142158064,-0.0568975558347538,0.284528438258465,['TZ 00 4.25g (6 Pcs)'],['Rajnigandha 4g ']
frozenset({'SKU080'}),"frozenset({'SKU00086', 'SKU00060'})",0.05625435597889217,0.4171783213301915,0.021705220536988482,0.3858407079646018,0.9248819706986011,1.0,-0.001762877257796773,0.9489747793903223,-0.07924082144331854,0.048049371831606784,-0.05376878471149613,0.2189346737913701,['Pass Pass Meetha Magic 2.2g (100 pcs)'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU00084'}),frozenset({'SKU00086'}),0.1747369818459394,0.43370614981248545,0.0699943579701968,0.40056980056980057,0.9235972345399955,1.0,-0.005790145656059731,0.9447202538774602,-0.0911060625085626,0.12999260355029585,-0.058514407726152386,0.2809781968872878,['TZ 00 4.25g (6 Pcs)'],['TZ 00 (with Silver) 0.45g']
frozenset({'SKU00303'}),"frozenset({'SKU00086', 'SKU00060'})",0.06913145929441439,0.4171783213301915,0.026484351664398793,0.3831012962073932,0.918315445984484,1.0,-0.002355794475151468,0.9447607444896584,-0.08722178423165443,0.05759653554673403,-0.05846904185268697,0.2232928915404508,['RG Pearl Elaichi 1.4g Hanger'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU080'}),frozenset({'SKU00060'}),0.05625435597889217,0.438949918688394,0.0225681192127709,0.40117994100294985,0.913953788171774,1.0,-0.0021247257700317893,0.9369259978553419,-0.09070996314682911,0.04774945579664349,-0.06732015366105401,0.22629691137551092,['Pass Pass Meetha Magic 2.2g (100 pcs)'],['Rajnigandha 4g ']
frozenset({'SKU080'}),frozenset({'SKU00086'}),0.05625435597889217,0.43370614981248545,0.022169858285486708,0.39410029498525073,0.908680439868426,1.0,-0.002228001856299587,0.9346329854604063,-0.09623903320962982,0.04739269244412913,-0.06993869845861861,0.22260876396033275,['Pass Pass Meetha Magic 2.2g (100 pcs)'],['TZ 00 (with Silver) 0.45g']
frozenset({'SKU00303'}),frozenset({'SKU00086'}),0.06913145929441439,0.43370614981248545,0.027214496697753145,0.39366298607777245,0.907672132959088,1.0,-0.002768242343745883,0.9339588993987276,-0.09850919060178298,0.057218616984160225,-0.0707109281187738,0.22820584259505397,['RG Pearl Elaichi 1.4g Hanger'],['TZ 00 (with Silver) 0.45g']
frozenset({'SKU00304'}),frozenset({'SKU00060'}),0.025190003650725167,0.438949918688394,0.010022900003318841,0.39789196310935443,0.9064632345719007,1.0,-0.0010342500509273184,0.9318096536444397,-0.09572247443144856,0.022071183220054084,-0.07318055365584392,0.21036288764873437,['RG Pearl Elaichi Hanger (6 pcs)'],['Rajnigandha 4g ']
frozenset({'SKU00303'}),frozenset({'SKU00060'}),0.06913145929441439,0.438949918688394,0.02741362716139524,0.3965434469515122,0.9033910933083332,1.0,-0.002931621274697975,0.9297273821575777,-0.10304430644386968,0.05703238279362011,-0.07558411120402159,0.22949809577274688,['RG Pearl Elaichi 1.4g Hanger'],['Rajnigandha 4g ']
frozenset({'SKU00010'}),"frozenset({'SKU00086', 'SKU00060'})",0.05701768942285354,0.4171783213301915,0.020278118880886795,0.35564610011641445,0.8525037901835866,1.0,-0.0035084250786654586,0.9045055500946079,-0.15503197235490557,0.044673539518900345,-0.10557641121760243,0.20212694822845384,['Pass Pass Meetha Magic 11.75g Hanger'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU00062'}),"frozenset({'SKU00086', 'SKU00060'})",0.0939895788390694,0.4171783213301915,0.03325478742823006,0.3538135593220339,0.8481110863907878,1.0,-0.005955627294384598,0.9019404338759004,-0.16504526660337107,0.06958333333333333,-0.10872066761960007,0.21676358157032483,['RG Pearl Elaichi MP Pouch 0.14g'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU00062'}),frozenset({'SKU00086'}),0.0939895788390694,0.43370614981248545,0.03425043974644054,0.3644067796610169,0.8402158461865704,1.0,-0.0065134186143493075,0.8909689909616895,-0.17348449003272678,0.06941081517352703,-0.12237351708573511,0.22168915658900248,['RG Pearl Elaichi MP Pouch 0.14g'],['TZ 00 (with Silver) 0.45g']
frozenset({'SKU00062'}),frozenset({'SKU00060'}),0.0939895788390694,0.438949918688394,0.034482758620689655,0.3668785310734463,0.8358095433066696,1.0,-0.00677395936827626,0.8861649917872103,-0.17818847790481582,0.06917903988281511,-0.12845802899887543,0.22271795901925756,['RG Pearl Elaichi MP Pouch 0.14g'],['Rajnigandha 4g ']
frozenset({'SKU00010'}),frozenset({'SKU00060'}),0.05701768942285354,0.438949918688394,0.0209086986824201,0.36670547147846333,0.8354152851291077,1.0,-0.0041192114535415665,0.8859228306004954,-0.17281656389984296,0.04401285454799498,-0.12876648558902226,0.2071694603725297,['Pass Pass Meetha Magic 11.75g Hanger'],['Rajnigandha 4g ']
frozenset({'SKU00010'}),frozenset({'SKU00086'}),0.05701768942285354,0.43370614981248545,0.020610002986956956,0.3614668218859139,0.8334371602574588,1.0,-0.00411891956383293,0.8868667589992252,-0.1748729163457483,0.04384045181786093,-0.1275650934627866,0.20449374152146935,['Pass Pass Meetha Magic 11.75g Hanger'],['TZ 00 (with Silver) 0.45g']
"frozenset({'SKUPM4', 'SKU00084'})","frozenset({'SKU00086', 'SKU00060'})",0.0432776874315489,0.4171783213301915,0.014702465898908102,0.33972392638036814,0.814337440395137,1.0,-0.0033520470948381967,0.8826939244894662,-0.19244482347102568,0.032983396619760255,-0.13289552840004146,0.18748328379479823,"['Rajnigandha 17g Zipper 1 Pcs', 'TZ 00 4.25g (6 Pcs)']","['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU00033'}),"frozenset({'SKU00086', 'SKU00060'})",0.0664763864458531,0.4171783213301915,0.02246855398094985,0.3379930104842736,0.8101883372236792,1.0,-0.005263953324628243,0.8803859897252085,-0.20061654764133124,0.048719055843408174,-0.13586541774946484,0.19592570174173904,['Rajnigandha 100g '],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU00033'}),frozenset({'SKU00060'}),0.0664763864458531,0.438949918688394,0.023364641067339285,0.35147279081377936,0.8007127370338716,1.0,-0.00581516335776619,0.865114174647534,-0.2104914023310983,0.04846815834767642,-0.1559167902981375,0.20235064007647988,['Rajnigandha 100g '],['Rajnigandha 4g ']
"frozenset({'SKUPM4', 'SKU00084'})",frozenset({'SKU00060'}),0.0432776874315489,0.438949918688394,0.015167103647406326,0.35046012269938653,0.7984057127669149,1.0,-0.0038296337316937965,0.8637654144395918,-0.2088093071458051,0.03247353087472465,-0.1577217416707947,0.19250663779003804,"['Rajnigandha 17g Zipper 1 Pcs', 'TZ 00 4.25g (6 Pcs)']",['Rajnigandha 4g ']
"frozenset({'SKUPM4', 'SKU00084'})",frozenset({'SKU00086'}),0.0432776874315489,0.43370614981248545,0.01496797318376423,0.3458588957055215,0.7974498306170086,1.0,-0.003801826004961038,0.8657059562069391,-0.2097904108343451,0.03239709790963293,-0.1551266256518157,0.19018534010865298,"['Rajnigandha 17g Zipper 1 Pcs', 'TZ 00 4.25g (6 Pcs)']",['TZ 00 (with Silver) 0.45g']
frozenset({'SKU00033'}),frozenset({'SKU00086'}),0.0664763864458531,0.43370614981248545,0.022800438087020012,0.34298552171742386,0.7908246674982935,1.0,-0.006030779531857832,0.8619198950802367,-0.2207821052525887,0.04776140155728588,-0.1602006238722558,0.19777834396247684,['Rajnigandha 100g '],['TZ 00 (with Silver) 0.45g']
frozenset({'SKU669'}),"frozenset({'SKU00086', 'SKU00060'})",0.031894062593342404,0.4171783213301915,0.010387972519996017,0.32570239334027057,0.7807270337100789,1.0,-0.0029175389730946213,0.8643389401260585,-0.22487241464178087,0.02367983053412014,-0.15695354400457306,0.1753014751108672,['Alpenliebe Creamfills Butter Toffee'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU669'}),frozenset({'SKU00060'}),0.031894062593342404,0.438949918688394,0.010753045036673193,0.33714880332986474,0.7680803412318278,1.0,-0.0032468511453170035,0.8464193534387022,-0.23774371468515312,0.023371564596407702,-0.18144746565322953,0.18082300290491424,['Alpenliebe Creamfills Butter Toffee'],['Rajnigandha 4g ']
frozenset({'SKU669'}),frozenset({'SKU00086'}),0.031894062593342404,0.43370614981248545,0.010487537751817065,0.32882414151925077,0.7581726513710243,1.0,-0.003345113337419884,0.8437339380313201,-0.24781993349148793,0.023043827025450304,-0.1852077472826264,0.1765026737593193,['Alpenliebe Creamfills Butter Toffee'],['TZ 00 (with Silver) 0.45g']
frozenset({'SKU613'}),"frozenset({'SKU00086', 'SKU00060'})",0.048189572201387275,0.4171783213301915,0.015133915236799309,0.3140495867768595,0.7527945981840536,1.0,-0.004969729599795495,0.8496557002294799,-0.2565108057476017,0.03361344537815126,-0.17694732081467152,0.17516321820943215,['Center Fresh'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU613'}),frozenset({'SKU00086'}),0.048189572201387275,0.43370614981248545,0.015532176164083502,0.32231404958677684,0.7431622764079564,1.0,-0.005367937656490952,0.8356287301547471,-0.2663774104683195,0.033304867634500426,-0.19670370813460858,0.17906336088154268,['Center Fresh'],['TZ 00 (with Silver) 0.45g']
frozenset({'SKU613'}),frozenset({'SKU00060'}),0.048189572201387275,0.438949918688394,0.015565364574690517,0.32300275482093666,0.7358533196362954,1.0,-0.005587444224736919,0.8287331821611921,-0.2738578031269388,0.03300724892673658,-0.20666098754749232,0.1792316057485902,['Center Fresh'],['Rajnigandha 4g ']
frozenset({'SKU00022'}),"frozenset({'SKU00086', 'SKU00060'})",0.044771165908864624,0.4171783213301915,0.012644784441273108,0.2824314306893996,0.6770040921322433,1.0,-0.006032775396582535,0.8122174013693922,-0.33309201426677354,0.028143004875166196,-0.23119745811159398,0.15637084660961625,['Pulse Kachha Aam 175 Candy'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU00022'}),frozenset({'SKU00060'}),0.044771165908864624,0.438949918688394,0.013175799010985364,0.29429206819866566,0.670445660584757,1.0,-0.0064765006242953616,0.7950173946316769,-0.3397525678623435,0.028001128508957543,-0.2578341137595981,0.16215435105079207,['Pulse Kachha Aam 175 Candy'],['Rajnigandha 4g ']
frozenset({'SKU00022'}),frozenset({'SKU00086'}),0.044771165908864624,0.43370614981248545,0.012744349673094155,0.28465530022238694,0.6563321740894353,1.0,-0.0066731803158555265,0.791637724251769,-0.35407214987379837,0.027364070405472816,-0.26320407601238105,0.15702002843993543,['Pulse Kachha Aam 175 Candy'],['TZ 00 (with Silver) 0.45g']
frozenset({'SKU612'}),"frozenset({'SKU00086', 'SKU00060'})",0.040523049351166573,0.4171783213301915,0.010255218877567954,0.2530712530712531,0.6066260880103364,1.0,-0.006650118825932224,0.7802908658506976,-0.40328766607210453,0.022919448153093016,-0.2815733770121333,0.13882679598670053,['Center Fruit'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKU612'}),frozenset({'SKU00086'}),0.040523049351166573,0.43370614981248545,0.010487537751817065,0.2588042588042588,0.5967272055426325,1.0,-0.007087557960938726,0.764027393457409,-0.41326606634009394,0.02261504329778859,-0.3088535942078695,0.1414927324018233,['Center Fruit'],['TZ 00 (with Silver) 0.45g']
frozenset({'SKU612'}),frozenset({'SKU00060'}),0.040523049351166573,0.438949918688394,0.01045434934121005,0.257985257985258,0.5877327845420997,1.0,-0.007333239876490294,0.7561171625623299,-0.4223256286613113,0.022289838664024907,-0.3225463585712033,0.14090099130927802,['Center Fruit'],['Rajnigandha 4g ']
frozenset({'SKUPM4'}),"frozenset({'SKU00086', 'SKU00060'})",0.14496697753144602,0.4171783213301915,0.03468188908433175,0.23923992673992672,0.5734716175497798,1.0,-0.025795191250548494,0.7661044515286559,-0.46520275639039205,0.0657522179575914,-0.3053050377199059,0.16118718691809383,['Rajnigandha 17g Zipper 1 Pcs'],"['TZ 00 (with Silver) 0.45g', 'Rajnigandha 4g ']"
frozenset({'SKUPM4'}),frozenset({'SKU00086'}),0.14496697753144602,0.43370614981248545,0.03567754140254223,0.24610805860805857,0.5674534675481645,1.0,-0.027195528272574307,0.7511605033765757,-0.47131810940386765,0.06570503025487438,-0.33127340362659474,0.16418503634412723,['Rajnigandha 17g Zipper 1 Pcs'],['TZ 00 (with Silver) 0.45g']
frozenset({'SKUPM4'}),frozenset({'SKU00060'}),0.14496697753144602,0.438949918688394,0.03594304868739836,0.24793956043956042,0.5648470358085887,1.0,-0.02769019431253212,0.7460172770682176,-0.473963032561608,0.06559263521288838,-0.34045152939341056,0.164911863994164,['Rajnigandha 17g Zipper 1 Pcs'],['Rajnigandha 4g ']
